,Sample Number,Sample Date,Sample Time,Sample Site,Sample class,Residual Free Chlorine (mg/L),Turbidity (NTU),Fluoride (mg/L),Coliform (Quanti-Tray) (MPN /100mL),E.coli(Quanti-Tray) (MPN/100mL)
112651,202111154,04/09/2021,11:40,34950,Compliance,0.66,0.77,0,<1,<1
112652,202111155,04/09/2021,09:51,3SC26,Operational,0.6,0.1,0,<1,<1
112653,202111156,04/09/2021,10:38,32400,Operational,0.33,0.65,0,<1,<1
112654,202111157,04/09/2021,10:10,33600,Operational,0.45,0.1,0,<1,<1
112655,202111158,04/09/2021,08:03,34200,Operational,0.56,0.81,0,<1,<1
112656,202111159,04/09/2021,09:42,34300,Operational,0.41,0.64,0,<1,<1
112657,202111160,04/09/2021,08:48,35800,Operational,0.45,0.8,0,<1,<1
112658,202111161,04/09/2021,09:21,36100,Operational,0.43,0.62,0,<1,<1
112659,202111162,04/09/2021,11:30,36500,Operational,0.54,0.49,0,<1,<1
112660,202111163,04/09/2021,11:08,36600,Operational,0.39,0.84,0,<1,<1
112661,202111203,04/09/2021,08:18,77150,Compliance,0.24,0.97,0,<1,<1
112662,202111211,04/10/2021,09:31,22550,Compliance,0.58,0.99,0,<1,<1
112663,202111212,04/10/2021,10:11,28950,Compliance,0.25,0.88,0,<1,<1
112664,202111213,04/10/2021,08:50,50050,Compliance,0.32,0.77,0,<1,<1
112665,202111214,04/10/2021,08:24,50200,Operational,0.69,0.89,0,<1,<1
112666,202111215,04/10/2021,07:54,50300,Operational,0.69,0.94,0,<1,<1
112667,202111216,04/10/2021,07:02,52350,Compliance,0.36,0.74,0,<1,<1
112668,202111217,04/10/2021,07:31,58850,Compliance,0.67,0.82,0,<1,<1
112669,202111228,04/10/2021,08:31,40200,Operational,0.5,0.9,0,<1,<1
112670,202111229,04/10/2021,10:36,41950,Compliance,0.31,0.88,0,<1,<1
112671,202111230,04/10/2021,09:39,43550,Compliance,0.31,0.83,0,<1,<1
112672,202111231,04/10/2021,08:55,44150,Compliance,0.53,0.93,0,<1,<1
112673,202111232,04/10/2021,10:12,46450,Compliance,0.49,0.97,0,<1,<1
112674,202111233,04/10/2021,11:12,77550,Compliance,0.29,1.01,0,<1,<1
112675,202111234,04/10/2021,11:55,77850,Compliance,0.39,1.02,0,1,<1
112676,202111235,04/10/2021,11:55,78650,Compliance,0.34,0.8,0,<1,<1
112677,202111236,04/10/2021,07:50,13150,Compliance,0.51,<0.10,0,<1,<1
112678,202111237,04/10/2021,09:09,16450,Compliance,0.55,0.82,0,<1,<1
112679,202111238,04/10/2021,07:23,16650,Compliance,0.68,0.9,0,<1,<1
112680,202111239,04/10/2021,10:43,18750,Compliance,0.57,0.73,0,<1,<1
112681,202111240,04/10/2021,08:11,1S03,Operational,0.59,0.98,0.72,<1,<1
112682,202111241,04/10/2021,09:28,1S03A,Operational,0.77,1,0.72,<1,<1
112683,202111242,04/10/2021,10:06,1S03B,Operational,0.66,0.94,0.72,<1,<1
112684,202111243,04/10/2021,08:29,1SCH3,Operational,0.53,<0.10,0.79,<1,<1
112685,202111244,04/10/2021,08:37,1SCL1,Operational,0.65,0.12,0.76,<1,<1
112686,202111245,04/10/2021,08:28,1S07,Operational,0.58,0.82,0,<1,<1
112687,202111246,04/10/2021,08:58,30750,Compliance,0.51,<0.10,0,<1,<1
112688,202111248,04/10/2021,09:37,32050,Compliance,0.49,0.74,0,<1,<1
112689,202111249,04/10/2021,10:56,34350,Compliance,0.63,0.87,0,<1,<1
112690,202111250,04/10/2021,10:22,35450,Compliance,0.51,0.12,0,<1,<1
112691,202111251,04/10/2021,07:48,3SC26,Operational,0.62,<0.10,0,<1,<1
112692,202111253,04/10/2021,07:28,20900,Operational,0.5,0.86,0,<1,<1
112693,202111254,04/10/2021,09:14,24850,Compliance,0.37,0.88,0,<1,<1
112694,202111255,04/10/2021,08:45,25350,Compliance,0.43,0.87,0,<1,<1
112695,202111256,04/10/2021,08:13,25550,Compliance,0.51,0.81,0,<1,<1
112696,202111257,04/10/2021,07:50,26550,Compliance,0.48,0.82,0,<1,<1
112697,202111258,04/10/2021,07:03,27000,Operational,0.52,0.95,0,<1,<1
112698,202111259,04/10/2021,09:38,45850,Compliance,0.56,0.88,0,<1,<1
112699,202111602,04/10/2021,11:32,31350,Compliance,0.36,0.59,0,<1,<1
112700,202111298,04/11/2021,09:46,22650,Compliance,0.5,0.87,0,<1,<1
112701,202111299,04/11/2021,10:34,27450,Compliance,0.58,1.03,0,<1,<1
112702,202111300,04/11/2021,08:43,50200,Operational,0.68,0.89,0,<1,<1
112703,202111301,04/11/2021,09:08,50300,Operational,0.7,0.98,0,<1,<1
112704,202111302,04/11/2021,07:00,50750,Compliance,0.18,0.76,0,<1,<1
112705,202111303,04/11/2021,07:32,50850,Compliance,0.42,0.74,0,<1,<1
112706,202111304,04/11/2021,08:00,52150,Compliance,0.56,0.78,0,<1,<1
112707,202111315,04/11/2021,08:32,41050,Compliance,0.44,0.82,0,<1,<1
112708,202111316,04/11/2021,12:03,41650,Compliance,0.6,0.94,0,<1,<1
112709,202111317,04/11/2021,09:17,42150,Compliance,0.25,0.78,0,<1,<1
112710,202111318,04/11/2021,10:06,43150,Compliance,0.53,0.85,0,<1,<1
112711,202111319,04/11/2021,07:41,46350,Compliance,0.53,0.75,0,<1,<1
112712,202111320,04/11/2021,11:35,76450,Compliance,0.49,0.84,0,<1,<1
112713,202111321,04/11/2021,10:47,78550,Compliance,0.31,0.86,0,<1,<1
112714,202111322,04/11/2021,07:44,11350,Compliance,0.51,0.74,0,<1,<1
112715,202111323,04/11/2021,08:08,14350,Compliance,0.58,0.74,0,<1,<1
112716,202111324,04/11/2021,08:58,15450,Compliance,0.82,0.87,0,<1,<1
112717,202111325,04/11/2021,08:34,17450,Compliance,0.79,0.85,0,<1,<1
112718,202111326,04/11/2021,09:22,1S03,Operational,0.68,0.91,0.7,<1,<1
112719,202111327,04/11/2021,11:15,1S03A,Operational,0.76,0.91,0.67,<1,<1
112720,202111328,04/11/2021,10:45,1S03B,Operational,0.71,1.03,0.68,<1,<1
112721,202111329,04/11/2021,09:41,1SCH3,Operational,0.45,0.1,0.81,<1,<1
112722,202111330,04/11/2021,09:55,1SCL1,Operational,0.7,0.12,0.74,<1,<1
112723,202111331,04/11/2021,09:57,10250,Compliance,0.64,0.9,0,<1,<1
112724,202111332,04/11/2021,10:26,1S07,Operational,0.66,0.81,0,<1,<1
112725,202111333,04/11/2021,11:12,32350,Compliance,0.37,0.27,0,<1,<1
112726,202111334,04/11/2021,12:13,35550,Compliance,0.34,0.59,0,<1,<1
112727,202111335,04/11/2021,11:33,37950,Compliance,0.37,0.69,0,<1,<1
112728,202111336,04/11/2021,12:48,38150,Compliance,0.48,0.9,0,<1,<1
112729,202111337,04/11/2021,13:10,39550,Compliance,0.48,0.81,0,<1,<1
112730,202111338,04/11/2021,09:03,3SC26,Operational,0.67,0.11,0,<1,<1
112731,202111340,04/11/2021,06:59,20900,Operational,0.56,0.8,0,<1,<1
112732,202111341,04/11/2021,07:12,20950,Compliance,0.32,0.8,0,<1,<1
112733,202111342,04/11/2021,08:43,24450,Compliance,0.41,0.86,0,<1,<1
112734,202111343,04/11/2021,09:15,24550,Compliance,0.37,0.82,0,<1,<1
112735,202111344,04/11/2021,07:45,27000,Operational,0.64,0.91,0,<1,<1
112736,202111345,04/11/2021,08:13,27650,Compliance,0.47,0.89,0,<1,<1
112737,202111346,04/11/2021,10:15,40200,Operational,0.72,0.95,0,<1,<1
112738,202111395,04/12/2021,09:44,31750,Compliance,0.3,0.31,0,<1,<1
112739,202111396,04/12/2021,08:52,31850,Compliance,0.26,0.7,0,<1,<1
112740,202111397,04/12/2021,11:55,33450,Compliance,0.44,<0.10,0,<1,<1
112741,202111398,04/12/2021,11:23,33950,Compliance,0.4,0.1,0,<1,<1
112742,202111399,04/12/2021,10:59,38250,Compliance,0.36,0.66,0,<1,<1
112743,202111400,04/12/2021,10:26,39650,Compliance,0.31,0.87,0,<1,<1
112744,202111406,04/12/2021,10:35,23950,Compliance,0.37,0.92,0,<1,<1
112745,202111407,04/12/2021,11:00,43250,Compliance,0.55,0.89,0,<1,<1
112746,202111408,04/12/2021,09:44,45250,Compliance,0.39,0.89,0,<1,<1
112747,202111409,04/12/2021,11:44,46850,Compliance,0.57,0.91,0,<1,<1
112748,202111410,04/12/2021,08:23,76550,Compliance,0.23,0.87,0,<1,<1
112749,202111411,04/12/2021,07:53,77650,Compliance,0.52,0.88,0,<1,<1
112750,202111412,04/12/2021,08:44,79450,Compliance,0.4,0.86,0,<1,<1
112751,202111414,04/12/2021,10:25,24350,Compliance,0.5,0.98,0,<1,<1
112752,202111415,04/12/2021,09:10,50200,Operational,0.57,0.95,0,<1,<1
112753,202111416,04/12/2021,09:29,50250,Compliance,0.66,0.95,0,<1,<1
112754,202111417,04/12/2021,09:43,50300,Operational,0.73,1.02,0,<1,<1
112755,202111418,04/12/2021,07:04,52050,Compliance,0.66,0.85,0,<1,<1
112756,202111419,04/12/2021,07:51,58650,Compliance,0.32,0.75,0,<1,<1
112757,202111421,04/12/2021,12:31,17250,Compliance,0.64,0.84,0,<1,<1
112758,202111422,04/12/2021,10:09,1S03,Operational,0.67,0.83,0.7,<1,<1
112759,202111423,04/12/2021,11:42,1S03A,Operational,0.72,0.93,0.69,<1,<1
112760,202111424,04/12/2021,10:51,1S03B,Operational,0.71,0.87,0.7,<1,<1
112761,202111425,04/12/2021,08:39,1SCH3,Operational,0.53,<0.10,0.84,<1,<1
112762,202111426,04/12/2021,08:55,1SCL1,Operational,0.73,0.13,0.77,<1,<1
112763,202111428,04/12/2021,09:07,14650,Compliance,0.39,0.75,0,<1,<1
112764,202111429,04/12/2021,09:32,15150,Compliance,0.37,0.56,0,<1,<1
112765,202111430,04/12/2021,08:13,18650,Compliance,0.51,0.74,0,<1,<1
112766,202111431,04/12/2021,10:08,1S07,Operational,0.63,0.9,0,<1,<1
112767,202111432,04/12/2021,10:40,3SC26,Operational,0.64,0.1,0,<1,<1
112768,202111433,04/12/2021,11:21,40200,Operational,0.77,1.01,0,<1,<1
112769,202111434,04/12/2021,11:51,44350,Compliance,0.64,0.96,0,<1,<1
112770,202111437,04/12/2021,11:33,20850,Compliance,0.62,0.91,0,<1,<1
112771,202111438,04/12/2021,10:30,20900,Operational,0.55,0.93,0,<1,<1
112772,202111439,04/12/2021,08:31,22850,Compliance,0.38,0.95,0,<1,<1
112773,202111440,04/12/2021,07:52,23450,Compliance,0.48,0.9,0,<1,<1
112774,202111441,04/12/2021,09:10,24250,Compliance,0.49,0.84,0,<1,<1
112775,202111442,04/12/2021,11:05,27000,Operational,0.57,1,0,<1,<1
112776,202111603,04/12/2021,09:14,77850,Resample_Compliance,0.4,0.98,0,<1,<1
112777,202111604,04/12/2021,08:49,77850,Resample_Compliance,0.38,0.85,0,<1,<1
112778,202111605,04/12/2021,08:27,77850,Resample_Compliance,0.35,0.8,0,<1,<1
112779,202111486,04/13/2021,09:18,21900,Operational,0.51,0.84,0,<1,<1
112780,202111487,04/13/2021,09:48,25400,Operational,0.55,0.9,0,<1,<1
112781,202111488,04/13/2021,10:59,26500,Operational,0.54,0.82,0,<1,<1
112782,202111489,04/13/2021,10:31,26700,Operational,0.57,0.88,0,<1,<1
112783,202111490,04/13/2021,11:32,29300,Operational,0.53,0.88,0,<1,<1
112784,202111491,04/13/2021,12:35,29500,Operational,0.75,1.06,0,<1,<1
112785,202111506,04/13/2021,08:01,30250,Compliance,0.42,0.73,0,<1,<1
112786,202111507,04/13/2021,09:10,32650,Compliance,0.26,0.76,0,<1,<1
112787,202111508,04/13/2021,08:39,34850,Compliance,0.34,0.65,0,<1,<1
112788,202111509,04/13/2021,09:59,36350,Compliance,0.49,0.12,0,<1,<1
112789,202111510,04/13/2021,10:33,40200,Operational,0.69,0.94,0,<1,<1
112790,202111511,04/13/2021,11:00,40650,Compliance,0.7,0.75,0,<1,<1
112791,202111512,04/13/2021,11:29,44250,Compliance,0.49,0.97,0,<1,<1
112792,202111517,04/13/2021,10:15,25150,Compliance,0.3,1.12,0,<1,<1
112793,202111518,04/13/2021,10:59,41450,Compliance,0.24,1.04,0,<1,<1
112794,202111519,04/13/2021,07:36,42750,Compliance,0.13,0.85,0,<1,<1
112795,202111520,04/13/2021,11:37,46950,Compliance,0.45,1,0,<1,<1
112796,202111521,04/13/2021,08:34,78350,Compliance,0.28,0.97,0,<1,<1
112797,202111522,04/13/2021,09:14,79150,Compliance,0.16,0.84,0,<1,<1
112798,202111523,04/13/2021,10:16,23850,Compliance,0.49,0.89,0,<1,<1
112799,202111524,04/13/2021,08:05,50200,Operational,0.64,0.86,0,<1,<1
112800,202111525,04/13/2021,08:31,50250,Compliance,0.64,0.9,0,<1,<1
112801,202111526,04/13/2021,08:57,50300,Operational,0.72,1.02,0,<1,<1
112802,202111527,04/13/2021,09:28,51850,Compliance,0.32,0.78,0,<1,<1
112803,202111528,04/13/2021,06:47,55450,Compliance,0.29,0.74,0,<1,<1
112804,202111529,04/13/2021,07:30,58950,Compliance,0.58,0.92,0,<1,<1
112805,202111537,04/13/2021,09:04,10150,Compliance,0.48,0.77,0,<1,<1
112806,202111538,04/13/2021,09:45,11750,Compliance,0.31,0.15,0,<1,<1
112807,202111539,04/13/2021,10:24,12150,Compliance,0.68,0.96,0,<1,<1
112808,202111540,04/13/2021,08:27,15050,Compliance,0.64,1,0,<1,<1
112809,202111541,04/13/2021,12:00,16250,Compliance,0.61,0.86,0,<1,<1
112810,202111542,04/13/2021,10:42,1S03A,Operational,0.69,0.93,0.72,<1,<1
112811,202111543,04/13/2021,11:20,1S03B,Operational,0.69,0.92,0.7,<1,<1
112812,202111545,04/13/2021,10:57,1S03,Operational,0.64,0.88,0.7,<1,<1
112813,202111546,04/13/2021,08:28,1S07,Operational,0.57,0.96,0,<1,<1
112814,202111547,04/13/2021,10:21,1SCH3,Operational,0.56,<0.10,0.77,<1,<1
112815,202111548,04/13/2021,10:30,1SCL1,Operational,0.65,0.15,0.74,<1,<1
112816,202111549,04/13/2021,09:42,35150,Compliance,0.51,0.92,0,<1,<1
112817,202111550,04/13/2021,09:09,3SC26,Operational,0.63,0.1,0,<1,<1
112818,202111561,04/13/2021,10:47,20900,Operational,0.48,0.96,0,<1,<1
112819,202111562,04/13/2021,08:57,26750,Compliance,0.56,0.91,0,<1,<1
112820,202111563,04/13/2021,11:22,27000,Operational,0.67,0.95,0,<1,<1
112821,202111564,04/13/2021,09:37,27550,Compliance,0.53,0.9,0,<1,<1
112822,202111565,04/13/2021,11:57,27850,Compliance,0.41,0.94,0,<1,<1
112823,202111566,04/13/2021,07:28,29050,Compliance,0.52,0.9,0,<1,<1
112824,202111567,04/13/2021,08:08,29450,Compliance,0.47,0.88,0,<1,<1
112825,202111644,04/13/2021,08:07,42750,Compliance,0.3,0.93,0,<1,<1
112826,202111653,04/14/2021,09:26,21000,Operational,0.41,0.95,0,<1,<1
112827,202111654,04/14/2021,08:14,21100,Operational,0.42,0.84,0,<1,<1
112828,202111655,04/14/2021,07:47,22900,Operational,0.43,0.84,0,<1,<1
112829,202111656,04/14/2021,10:26,23900,Operational,0.21,0.72,0,<1,<1
112830,202111657,04/14/2021,09:52,25100,Operational,0.39,0.91,0,<1,<1
112831,202111658,04/14/2021,10:54,26300,Operational,0.5,0.78,0,<1,<1
112832,202111659,04/14/2021,08:56,27600,Operational,0.51,0.9,0,<1,<1
112833,202111666,04/14/2021,12:05,30150,Compliance,0.42,0.29,0,<1,<1
112834,202111667,04/14/2021,11:35,31050,Compliance,0.48,0.73,0,<1,<1
112835,202111668,04/14/2021,09:57,31650,Compliance,0.32,0.66,0,<1,<1
112836,202111669,04/14/2021,10:58,31950,Compliance,0.4,0.87,0,<1,<1
112837,202111670,04/14/2021,10:27,33550,Compliance,0.36,0.59,0,<1,<1
112838,202111671,04/14/2021,09:06,37450,Compliance,0.37,0.78,0,<1,<1
112839,202111676,04/14/2021,09:54,21550,Compliance,0.44,1.34,0,<1,<1
112840,202111677,04/14/2021,12:46,44450,Compliance,0.26,0.88,0,<1,<1
112841,202111678,04/14/2021,11:38,46150,Compliance,0.42,0.84,0,<1,<1
112842,202111679,04/14/2021,10:40,47550,Compliance,0.44,1.25,0,<1,<1
112843,202111680,04/14/2021,13:10,47850,Compliance,0.3,0.93,0,<1,<1
112844,202111681,04/14/2021,08:41,76150,Compliance,0.38,0.87,0,<1,<1
112845,202111682,04/14/2021,09:12,78150,Compliance,0.38,0.81,0,<1,<1
112846,202111683,04/14/2021,06:31,22250,Compliance,0.67,0.92,0,<1,<1
112847,202111684,04/14/2021,09:58,26850,Compliance,0.56,1.02,0,<1,<1
112848,202111685,04/14/2021,07:02,50200,Operational,0.7,0.98,0,<1,<1
112849,202111686,04/14/2021,07:29,50300,Operational,0.68,1.02,0,<1,<1
112850,202111687,04/14/2021,09:04,51450,Compliance,0.72,1.01,0,<1,<1
112851,202111688,04/14/2021,08:14,57750,Compliance,0.7,0.93,0,<1,<1
112852,202111689,04/14/2021,08:16,10750,Compliance,0.64,1.03,0,<1,<1
112853,202111690,04/14/2021,11:10,17350,Compliance,0.49,0.2,0,<1,<1
112854,202111691,04/14/2021,09:43,1S03,Operational,0.65,0.86,0.7,<1,<1
112855,202111692,04/14/2021,08:44,1S03A,Operational,0.59,0.93,0.7,<1,<1
112856,202111693,04/14/2021,09:16,1S03B,Operational,0.61,0.92,0.7,<1,<1
112857,202111694,04/14/2021,10:15,1SCH3,Operational,0.47,0.11,0.78,<1,<1
112858,202111695,04/14/2021,10:24,1SCL1,Operational,0.7,0.14,0.73,<1,<1
112859,202111696,04/14/2021,09:50,11250,Compliance,0.64,0.91,0,<1,<1
112860,202111697,04/14/2021,09:23,17650,Compliance,0.56,0.85,0,<1,<1
112861,202111698,04/14/2021,10:51,1S07,Operational,0.5,0.89,0,<1,<1
112862,202111699,04/14/2021,10:56,3SC26,Operational,0.6,0.1,0,<1,<1
112863,202111700,04/14/2021,08:41,40200,Operational,0.63,0.88,0,<1,<1
112864,202111701,04/14/2021,08:12,40750,Compliance,0.29,0.91,0,<1,<1
112865,202111703,04/14/2021,11:27,20750,Compliance,0.32,0.97,0,<1,<1
112866,202111704,04/14/2021,10:44,20900,Operational,0.38,0.88,0,<1,<1
112867,202111705,04/14/2021,09:28,21750,Compliance,0.26,0.7,0,<1,<1
112868,202111706,04/14/2021,11:05,22950,Compliance,0.32,0.95,0,<1,<1
112869,202111707,04/14/2021,12:29,27000,Operational,0.66,0.89,0,<1,<1
112870,202111708,04/14/2021,12:02,27750,Compliance,0.49,1,0,<1,<1
112871,202111803,04/15/2021,08:56,3ISL3,Operational,0.25,0.38,0,<1,<1
112872,202111804,04/15/2021,08:56,3ISL4,Operational,0.05,0.58,0,<1,<1
112873,202111805,04/15/2021,10:19,40150,Compliance,0.27,0.65,0,<1,<1
112874,202111806,04/15/2021,11:17,40200,Operational,0.72,0.98,0,<1,<1
112875,202111807,04/15/2021,10:44,44350,Compliance,0.57,0.94,0,<1,<1
112876,202111808,04/15/2021,11:50,4ISL5,Operational,0.58,0.9,0,<1,<1
112877,202111818,04/15/2021,08:13,20900,Operational,0.4,0.87,0,<1,<1
112878,202111819,04/15/2021,09:19,21150,Compliance,0.43,0.82,0,<1,<1
112879,202111820,04/15/2021,10:18,21450,Compliance,0.45,0.81,0,<1,<1
112880,202111821,04/15/2021,09:52,27000,Operational,0.53,0.97,0,<1,<1
112881,202111822,04/15/2021,08:44,29350,Compliance,0.35,0.77,0,<1,<1
112882,202111823,04/15/2021,07:21,30050,Compliance,0.33,0.73,0,<1,<1
112883,202111824,04/15/2021,07:43,32950,Compliance,0.43,0.48,0,<1,<1
112884,202111829,04/15/2021,11:55,42700,Operational,0.58,0.86,0,<1,<1
112885,202111830,04/15/2021,11:16,45000,Operational,0.55,0.87,0,<1,<1
112886,202111831,04/15/2021,07:36,45700,Operational,0.55,0.86,0,<1,<1
112887,202111832,04/15/2021,09:17,46100,Operational,0.42,1.15,0,<1,<1
112888,202111833,04/15/2021,08:17,47500,Operational,0.44,0.86,0,<1,<1
112889,202111834,04/15/2021,09:56,48600,Operational,0.46,0.88,0,<1,<1
112890,202111835,04/15/2021,10:45,76300,Operational,0.19,0.76,0,<1,<1
112891,202111836,04/15/2021,11:12,20050,Compliance,0.35,1,0,<1,<1
112892,202111837,04/15/2021,10:41,23550,Compliance,0.51,0.91,0,<1,<1
112893,202111838,04/15/2021,09:28,50200,Operational,0.74,0.87,0,<1,<1
112894,202111839,04/15/2021,09:50,50300,Operational,0.69,0.94,0,<1,<1
112895,202111840,04/15/2021,09:01,51350,Compliance,0.37,0.83,0,<1,<1
112896,202111841,04/15/2021,08:26,52450,Compliance,0.58,0.79,0,<1,<1
112897,202111842,04/15/2021,08:03,58150,Compliance,0.44,0.81,0,<1,<1
112898,202111843,04/15/2021,09:33,10850,Compliance,0.34,0.72,0,<1,<1
112899,202111844,04/15/2021,11:58,17750,Compliance,0.76,0.92,0,<1,<1
112900,202111845,04/15/2021,10:13,1S03,Operational,0.64,0.86,0.71,<1,<1
112901,202111846,04/15/2021,08:18,1S03A,Operational,0.77,0.95,0.67,<1,<1
112902,202111847,04/15/2021,08:56,1S03B,Operational,0.68,0.93,0.68,<1,<1
112903,202111848,04/15/2021,10:42,1SCH3,Operational,0.46,0.1,0.83,<1,<1
112904,202111849,04/15/2021,11:00,1SCL1,Operational,0.57,0.15,0.75,<1,<1
112905,202111850,04/15/2021,09:31,13050,Compliance,0.78,0.97,0,<1,<1
112906,202111851,04/15/2021,12:55,13350,Compliance,0.59,0.16,0,<1,<1
112907,202111852,04/15/2021,11:57,1S07,Operational,0.56,0.86,0,<1,<1
112908,202111853,04/15/2021,11:14,32150,Compliance,0.4,0.47,0,<1,<1
112909,202111854,04/15/2021,11:26,34650,Compliance,0.41,0.52,0,<1,<1
112910,202111855,04/15/2021,12:27,35350,Compliance,0.59,0.1,0,<1,<1
112911,202111856,04/15/2021,10:51,3SC26,Operational,0.58,0.11,0,<1,<1
112912,202111858,04/15/2021,08:37,29850,Compliance,0.58,0.94,0,<1,<1
112913,202111859,04/15/2021,11:27,43650,Compliance,0.4,0.85,0,<1,<1
112914,202111860,04/15/2021,09:36,44950,Compliance,0.6,0.92,0,<1,<1
112915,202111861,04/15/2021,10:48,45050,Compliance,0.45,0.83,0,<1,<1
112916,202111862,04/15/2021,09:06,45650,Compliance,0.56,0.87,0,<1,<1
112917,202111863,04/15/2021,10:11,76750,Compliance,0.45,0.75,0,<1,<1
112918,202111864,04/15/2021,07:33,79050,Compliance,0.15,0.8,0,<1,<1
112919,202111896,04/15/2021,07:59,79050,Compliance,0.22,0.91,0,<1,<1
112920,202111911,04/16/2021,09:28,20900,Operational,0.51,0.85,0,<1,<1
112921,202111913,04/16/2021,08:53,27000,Operational,0.65,0.88,0,<1,<1
112922,202111914,04/16/2021,10:48,30950,Compliance,0.21,0.62,0,<1,<1
112923,202111915,04/16/2021,10:15,32550,Compliance,0.39,0.39,0,<1,<1
112924,202111916,04/16/2021,11:51,35750,Compliance,0.38,0.71,0,<1,<1
112925,202111917,04/16/2021,12:26,39750,Compliance,0.32,0.79,0,<1,<1
112926,202111922,04/16/2021,11:02,41150,Compliance,0.52,0.89,0,<1,<1
112927,202111923,04/16/2021,07:26,41850,Compliance,0.36,1.07,0,<1,<1
112928,202111924,04/16/2021,10:25,44750,Compliance,0.36,0.83,0,<1,<1
112929,202111925,04/16/2021,09:40,76650,Compliance,0.22,0.77,0,<1,<1
112930,202111926,04/16/2021,08:13,78050,Compliance,0.26,0.94,0,<1,<1
112931,202111927,04/16/2021,08:54,78850,Compliance,0.37,1.34,0,<1,<1
112932,202111928,04/16/2021,09:19,41900,Operational,0.57,0.99,0,<1,<1
112933,202111929,04/16/2021,10:40,42100,Operational,0.65,0.92,0,<1,<1
112934,202111930,04/16/2021,08:45,43600,Operational,0.6,0.92,0,<1,<1
112935,202111931,04/16/2021,07:52,43900,Operational,0.03,0.8,0,<1,<1
112936,202111932,04/16/2021,09:44,44700,Operational,0.63,1.17,0,<1,<1
112937,202111933,04/16/2021,08:22,48700,Operational,0.34,0.87,0,<1,<1
112938,202111934,04/16/2021,10:06,49200,Operational,0.67,0.97,0,<1,<1
112939,202111935,04/16/2021,07:53,29550,Compliance,0.67,0.99,0,<1,<1
112940,202111936,04/16/2021,09:54,50200,Operational,0.64,0.92,0,<1,<1
112941,202111937,04/16/2021,09:24,50250,Compliance,0.53,0.88,0,<1,<1
112942,202111938,04/16/2021,09:06,50300,Operational,0.71,1.01,0,<1,<1
112943,202111939,04/16/2021,10:14,50650,Compliance,0.59,0.9,0,<1,<1
112944,202111940,04/16/2021,08:33,51150,Compliance,0.54,0.91,0,<1,<1
112945,202111941,04/16/2021,08:37,15550,Compliance,0.48,0.14,0,<1,<1
112946,202111942,04/16/2021,10:35,1S03,Operational,0.63,0.81,0.69,<1,<1
112947,202111943,04/16/2021,09:19,1S03A,Operational,0.73,0.97,0.67,<1,<1
112948,202111944,04/16/2021,10:00,1S03B,Operational,0.54,0.89,0.67,<1,<1
112949,202111945,04/16/2021,10:54,1SCH3,Operational,0.44,<0.10,0.81,<1,<1
112950,202111946,04/16/2021,11:09,1SCL1,Operational,0.68,0.12,0.74,<1,<1
112951,202111947,04/16/2021,07:39,43750,Compliance,0.35,0.82,0,<1,<1
112952,202111948,04/16/2021,11:11,11550,Compliance,0.79,0.88,0,<1,<1
112953,202111949,04/16/2021,10:31,13850,Compliance,0.45,0.7,0,<1,<1
112954,202111950,04/16/2021,09:58,17550,Compliance,0.57,0.11,0,<1,<1
112955,202111951,04/16/2021,08:37,1S07,Operational,0.6,0.77,0,<1,<1
112956,202111952,04/16/2021,09:26,34550,Compliance,0.53,0.1,0,<1,<1
112957,202111953,04/16/2021,07:58,3SC26,Operational,0.59,0.1,0,<1,<1
112958,202111954,04/16/2021,12:05,40200,Operational,0.86,1.07,0,<1,<1
112959,202111956,04/16/2021,09:07,21850,Compliance,0.43,0.83,0,<1,<1
112960,202111957,04/16/2021,09:33,23350,Compliance,0.44,0.86,0,<1,<1
112961,202111958,04/16/2021,10:02,23650,Compliance,0.45,0.82,0,<1,<1
112962,202111959,04/16/2021,11:15,24150,Compliance,0.55,0.91,0,<1,<1
112963,202111960,04/16/2021,10:53,25250,Compliance,0.46,0.82,0,<1,<1
112964,202111961,04/16/2021,12:08,41350,Compliance,0.57,0.88,0,<1,<1
112965,202112041,04/17/2021,09:49,20150,Compliance,0.55,0.87,0,<1,<1
112966,202112042,04/17/2021,09:21,20650,Compliance,0.53,0.82,0,<1,<1
112967,202112043,04/17/2021,10:29,24750,Compliance,0.49,0.86,0,<1,<1
112968,202112044,04/17/2021,07:38,50200,Operational,0.73,0.9,0,<1,<1
112969,202112045,04/17/2021,08:27,50300,Operational,0.75,0.93,0,<1,<1
112970,202112046,04/17/2021,08:52,53550,Compliance,0.5,0.74,0,<1,<1
112971,202112047,04/17/2021,07:04,58250,Compliance,0.39,0.73,0,<1,<1
112972,202112048,04/17/2021,08:05,59050,Compliance,0.51,0.79,0,<1,<1
112973,202112059,04/17/2021,10:21,40200,Operational,0.72,0.93,0,<1,<1
112974,202112060,04/17/2021,10:43,40250,Compliance,0.78,0.98,0,<1,<1
112975,202112061,04/17/2021,07:28,46250,Compliance,0.24,0.68,0,<1,<1
112976,202112062,04/17/2021,09:49,47150,Compliance,0.23,0.91,0,<1,<1
112977,202112063,04/17/2021,08:02,47650,Compliance,0.45,0.75,0,<1,<1
112978,202112064,04/17/2021,08:49,77750,Compliance,0.08,0.73,0,<1,<1
112979,202112065,04/17/2021,09:18,79550,Compliance,0.41,0.83,0,<1,<1
